"num_folds","W0_cali_intc_byAvg","W1_cali_intc_byAvg","W0_cali_intc_byAgt","W1_cali_intc_byAgt","W0_cali_intc_ext","W1_cali_intc_ext","W0_cali_intc_byAvg_estsd","W1_cali_intc_byAvg_estsd","W0_cali_intc_byAgt_estsd","W1_cali_intc_byAgt_estsd","W0_cali_intc_ext_estsd","W1_cali_intc_ext_estsd","W0_cali_intc_byAvg_rej_rate","W1_cali_intc_byAvg_rej_rate","W0_cali_intc_byAgt_rej_rate","W1_cali_intc_byAgt_rej_rate","W0_cali_intc_ext_rej_rate","W1_cali_intc_ext_rej_rate","W0_cali_intc_byAvg_sd","W1_cali_intc_byAvg_sd","W0_cali_intc_byAgt_sd","W1_cali_intc_byAgt_sd","W0_cali_intc_ext_sd","W1_cali_intc_ext_sd"
5,-0.0049810268303376,1.03015983342632e-05,-0.00490908650679141,8.09866946995881e-06,-0.00861364124417113,-0.000269784102124441,0.111249870864672,0.0508752099303002,0.111223516630633,0.0508746477741567,0.111487429601602,0.0509022860848633,0.016,0,0.016,0,0.092,0.154,0.0898388288452012,0.0188378155892067,0.0897751522463809,0.0188372552168517,0.130941551913847,0.0693082348747726
10,-0.00610571937371592,-5.96260052260154e-05,-0.00492202599272774,-1.66504105852043e-05,-0.00861364124417113,-0.000269784102124441,0.111331393007822,0.0508761922785411,0.111221701891276,0.0508739551611557,0.111487429601602,0.0509022860848633,0.016,0,0.016,0,0.092,0.154,0.0900302412447595,0.0188358264165264,0.0897525155990511,0.0188332272936666,0.130941551913847,0.0693082348747726
