"num_folds","W0_EOR_byAvg","W1_EOR_byAvg","W0_EOR_byAgt","W1_EOR_byAgt","W0_EOR_ext","W1_EOR_ext","W0_EOR_byAvg_estsd","W1_EOR_byAvg_estsd","W0_EOR_byAgt_estsd","W1_EOR_byAgt_estsd","W0_EOR_ext_estsd","W1_EOR_ext_estsd","W0_EOR_byAvg_rej_rate","W1_EOR_byAvg_rej_rate","W0_EOR_byAgt_rej_rate","W1_EOR_byAgt_rej_rate","W0_EOR_ext_rej_rate","W1_EOR_ext_rej_rate","W0_EOR_byAvg_sd","W1_EOR_byAvg_sd","W0_EOR_byAgt_sd","W1_EOR_byAgt_sd","W0_EOR_ext_sd","W1_EOR_ext_sd"
5,1.00751017386894,1.00066049857163,1.00682024695517,1.00062705655092,1.01202162511791,0.999835715460772,0.112295131672625,0.0508412694092326,0.112151283993339,0.0508382382416397,0.112900886524071,0.0507000675533563,0.014,0,0.014,0,0.096,0.156,0.0909153515720336,0.0188558217191858,0.0907272673200216,0.0188532114845399,0.13831050264518,0.0704026263968296
10,1.0096216659358,1.0007654216194,1.0068205078897,1.00064076861521,1.01202162511791,0.999835715460772,0.112744104161001,0.0508506474052681,0.112151069932943,0.0508389289143295,0.112900886524071,0.0507000675533563,0.014,0,0.014,0,0.096,0.156,0.0914848261900934,0.0188469359685502,0.0906942592549865,0.0188384339865197,0.13831050264518,0.0704026263968296
