"Proportion_White","Prob_Case","alpha","num_folds","W0_cali_intc_byAvg","W1_cali_intc_byAvg","W0_cali_intc_byAgt","W1_cali_intc_byAgt","W0_cali_intc_ext","W1_cali_intc_ext","W0_cali_intc_byAvg_estsd","W1_cali_intc_byAvg_estsd","W0_cali_intc_byAgt_estsd","W1_cali_intc_byAgt_estsd","W0_cali_intc_ext_estsd","W1_cali_intc_ext_estsd","W0_cali_intc_byAvg_rej_rate","W1_cali_intc_byAvg_rej_rate","W0_cali_intc_byAgt_rej_rate","W1_cali_intc_byAgt_rej_rate","W0_cali_intc_ext_rej_rate","W1_cali_intc_ext_rej_rate","W0_cali_intc_byAvg_sd","W1_cali_intc_byAvg_sd","W0_cali_intc_byAgt_sd","W1_cali_intc_byAgt_sd","W0_cali_intc_ext_sd","W1_cali_intc_ext_sd"
0.5,0.2,-2.68,5,7.16118715404005e-05,4.26935097139335e-05,-5.4093740997066e-05,-2.80881867691184e-05,0.0019363424217633,2.61189393367014e-05,0.0249320347121425,0.0208304911033479,0.0249259341844178,0.0208262778435243,0.0249094206814328,0.0208260599117754,0,0,0,0,0.1835,0.166,0.000231668500262778,0.000207908444421979,0.000215045134120453,0.000191357275789137,0.0359260471510579,0.0292671079063816
