"Proportion_White","Prob_Case","alpha","num_folds","W0_cali_slp_byAvg","W1_cali_slp_byAvg","W0_cali_slp_byAgt","W1_cali_slp_byAgt","W0_cali_slp_ext","W1_cali_slp_ext","W0_cali_slp_byAvg_estsd","W1_cali_slp_byAvg_estsd","W0_cali_slp_byAgt_estsd","W1_cali_slp_byAgt_estsd","W0_cali_slp_ext_estsd","W1_cali_slp_ext_estsd","W0_cali_slp_byAvg_rej_rate","W1_cali_slp_byAvg_rej_rate","W0_cali_slp_byAgt_rej_rate","W1_cali_slp_byAgt_rej_rate","W0_cali_slp_ext_rej_rate","W1_cali_slp_ext_rej_rate","W0_cali_slp_byAvg_sd","W1_cali_slp_byAvg_sd","W0_cali_slp_byAgt_sd","W1_cali_slp_byAgt_sd","W0_cali_slp_ext_sd","W1_cali_slp_ext_sd"
0.5,0.2,-2.68,5,1.0008081258373,1.00016148381433,0.998406778229033,0.998091607420603,0.998506063767084,0.99903450528269,0.0254095354588947,0.021905558466227,0.0253515850465957,0.0218653303512111,0.0253330150243639,0.0218567396607933,0.0085,0.003,0.009,0.003,0.093,0.108,0.0192277221875222,0.0142452742669044,0.0191039434886872,0.0142115074864968,0.0299621952159943,0.0272165426874668
