"num_folds","W0_EOR_byAvg","W1_EOR_byAvg","W0_EOR_byAgt","W1_EOR_byAgt","W0_EOR_ext","W1_EOR_ext","W0_EOR_byAvg_estsd","W1_EOR_byAvg_estsd","W0_EOR_byAgt_estsd","W1_EOR_byAgt_estsd","W0_EOR_ext_estsd","W1_EOR_ext_estsd","W0_EOR_byAvg_rej_rate","W1_EOR_byAvg_rej_rate","W0_EOR_byAgt_rej_rate","W1_EOR_byAgt_rej_rate","W0_EOR_ext_rej_rate","W1_EOR_ext_rej_rate","W0_EOR_byAvg_sd","W1_EOR_byAvg_sd","W0_EOR_byAgt_sd","W1_EOR_byAgt_sd","W0_EOR_ext_sd","W1_EOR_ext_sd"
5,2.30905954464059,2.27225036849778,2.30750308452233,2.27218262029548,2.76006052539768,2.70907530629245,0.254745831938384,0.114116493845361,0.254421601897629,0.114110222301266,0.308618565725751,0.137041334977947,0.6,0.75,0.6,0.75,0.8,0.9,2.00541790342453,1.94023448702276,2.00389563944977,1.94019383781556,2.35833260421092,2.30749943364498
