num_folds,W0_cali_slp_byAvg,W1_cali_slp_byAvg,W0_cali_slp_byAgt,W1_cali_slp_byAgt,W0_cali_slp_ext,W1_cali_slp_ext,W0_cali_slp_byAvg_estsd,W1_cali_slp_byAvg_estsd,W0_cali_slp_byAgt_estsd,W1_cali_slp_byAgt_estsd,W0_cali_slp_ext_estsd,W1_cali_slp_ext_estsd,W0_cali_slp_byAvg_cov_rate,W1_cali_slp_byAvg_cov_rate,W0_cali_slp_byAgt_cov_rate,W1_cali_slp_byAgt_cov_rate,W0_cali_slp_ext_cov_rate,W1_cali_slp_ext_cov_rate,W0_cali_slp_byAvg_sd,W1_cali_slp_byAvg_sd,W0_cali_slp_byAgt_sd,W1_cali_slp_byAgt_sd,W0_cali_slp_ext_sd,W1_cali_slp_ext_sd
5,0.984562648,0.95000171,0.817191028,0.881720988,0.953285959,0.987313917,2.636477964,0.169075917,0.345787978,0.16553266,0.375635236,0.177380927,0.741,0.536,0.731,0.544,0.753,0.565,2.645253393,0.444379904,0.518077499,0.344583555,0.634688814,0.470266851
