num_folds,W0_cali_intc_byAvg,W1_cali_intc_byAvg,W0_cali_intc_byAgt,W1_cali_intc_byAgt,W0_cali_intc_ext,W1_cali_intc_ext,W0_cali_intc_byAvg_estsd,W1_cali_intc_byAvg_estsd,W0_cali_intc_byAgt_estsd,W1_cali_intc_byAgt_estsd,W0_cali_intc_ext_estsd,W1_cali_intc_ext_estsd,W0_cali_intc_byAvg_cov_rate,W1_cali_intc_byAvg_cov_rate,W0_cali_intc_byAgt_cov_rate,W1_cali_intc_byAgt_cov_rate,W0_cali_intc_ext_cov_rate,W1_cali_intc_ext_cov_rate,W0_cali_intc_byAvg_sd,W1_cali_intc_byAvg_sd,W0_cali_intc_byAgt_sd,W1_cali_intc_byAgt_sd,W0_cali_intc_ext_sd,W1_cali_intc_ext_sd
5,-0.005869901,0.000390218,-0.005646095,0.000396486,-0.010388033,-0.000689365,0.111239289,0.050869857,0.111212549,0.050869378,0.111476103,0.050896934,0.997,1,0.997,1,0.902,0.849,0.059471805,0.012436056,0.059415514,0.012435775,0.137371739,0.069781506
