num_folds,W0_EOR_byAvg,W1_EOR_byAvg,W0_EOR_byAgt,W1_EOR_byAgt,W0_EOR_ext,W1_EOR_ext,W0_EOR_byAvg_estsd,W1_EOR_byAvg_estsd,W0_EOR_byAgt_estsd,W1_EOR_byAgt_estsd,W0_EOR_ext_estsd,W1_EOR_ext_estsd,W0_EOR_byAvg_cov_rate,W1_EOR_byAvg_cov_rate,W0_EOR_byAgt_cov_rate,W1_EOR_byAgt_cov_rate,W0_EOR_ext_cov_rate,W1_EOR_ext_cov_rate,W0_EOR_byAvg_sd,W1_EOR_byAvg_sd,W0_EOR_byAgt_sd,W1_EOR_byAgt_sd,W0_EOR_ext_sd,W1_EOR_ext_sd
5,1.008162348,0.999715682,1.007428716,0.999682152,1.019944179,1.00310873,0.112137552,0.05071379,0.111986145,0.050710744,0.114083011,0.050966181,0.999,1,0.999,1,0.897,0.849,0.060487788,0.012415102,0.060319614,0.012413165,0.140749029,0.069858994
