"num_folds","W0_AUC_byAvg","W1_AUC_byAvg","W0_AUC_byAgt","W1_AUC_byAgt","W0_AUC_ext","W1_AUC_ext","W0_AUC_byAvg_estsd","W1_AUC_byAvg_estsd","W0_AUC_byAgt_estsd","W1_AUC_byAgt_estsd","W0_AUC_ext_estsd","W1_AUC_ext_estsd","W0_AUC_byAvg_sd","W1_AUC_byAvg_sd","W0_AUC_byAgt_sd","W1_AUC_byAgt_sd","W0_AUC_ext_sd","W1_AUC_ext_sd"
5,0.58428397554325,0.581957424584131,0.576570990994647,0.580926027003645,0.581263802292706,0.582527005996284,0.0311008406716687,0.0142768188581343,0.0314483113914704,0.0143520157980423,0.0312458723322688,0.0142980558365153,0.0302521041551298,0.0189679800079499,0.0342420140920489,0.0188872261886872,0.0351926223705119,0.0159254977351229
