"num_folds","W0_cali_intc_byAvg","W1_cali_intc_byAvg","W0_cali_intc_byAgt","W1_cali_intc_byAgt","W0_cali_intc_ext","W1_cali_intc_ext","W0_cali_intc_byAvg_estsd","W1_cali_intc_byAvg_estsd","W0_cali_intc_byAgt_estsd","W1_cali_intc_byAgt_estsd","W0_cali_intc_ext_estsd","W1_cali_intc_ext_estsd","W0_cali_intc_byAvg_rej_rate","W1_cali_intc_byAvg_rej_rate","W0_cali_intc_byAgt_rej_rate","W1_cali_intc_byAgt_rej_rate","W0_cali_intc_ext_rej_rate","W1_cali_intc_ext_rej_rate","W0_cali_intc_byAvg_sd","W1_cali_intc_byAvg_sd","W0_cali_intc_byAgt_sd","W1_cali_intc_byAgt_sd","W0_cali_intc_ext_sd","W1_cali_intc_ext_sd"
5,-0.00586990101029065,0.000390218410608184,-0.00564609457036548,0.000396485566953248,-0.0103880332329369,-0.000689365073589188,0.111239288949938,0.0508698571151107,0.111212548763533,0.0508693778730762,0.111476103153151,0.0508969336503182,0.003,0,0.003,0,0.098,0.151,0.059471804967543,0.0124360563504529,0.0594155141061521,0.0124357750760771,0.137371739298988,0.0697815058993091
