"num_folds","W0_AUC_byAvg","W1_AUC_byAvg","W0_AUC_byAgt","W1_AUC_byAgt","W0_AUC_ext","W1_AUC_ext","W0_AUC_byAvg_estsd","W1_AUC_byAvg_estsd","W0_AUC_byAgt_estsd","W1_AUC_byAgt_estsd","W0_AUC_ext_estsd","W1_AUC_ext_estsd","W0_AUC_byAvg_sd","W1_AUC_byAvg_sd","W0_AUC_byAgt_sd","W1_AUC_byAgt_sd","W0_AUC_ext_sd","W1_AUC_ext_sd"
5,0.58593238102976,0.582554126093882,0.579381252410667,0.581468949463616,0.576022013197295,0.582153505072991,0.031014146180271,0.0143229698691713,0.031370465318812,0.0143913756183497,0.0312913811131907,0.0142535409294961,0.0310898413550662,0.0189614550718237,0.0348724370226235,0.018660019747221,0.0345864239573872,0.0166579697979559
