"num_folds","W0_EOR_byAvg","W1_EOR_byAvg","W0_EOR_byAgt","W1_EOR_byAgt","W0_EOR_ext","W1_EOR_ext","W0_EOR_byAvg_estsd","W1_EOR_byAvg_estsd","W0_EOR_byAgt_estsd","W1_EOR_byAgt_estsd","W0_EOR_ext_estsd","W1_EOR_ext_estsd","W0_EOR_byAvg_rej_rate","W1_EOR_byAvg_rej_rate","W0_EOR_byAgt_rej_rate","W1_EOR_byAgt_rej_rate","W0_EOR_ext_rej_rate","W1_EOR_ext_rej_rate","W0_EOR_byAvg_sd","W1_EOR_byAvg_sd","W0_EOR_byAgt_sd","W1_EOR_byAgt_sd","W0_EOR_ext_sd","W1_EOR_ext_sd"
5,1.00864975175981,0.999596146012528,1.00792705035434,0.999562871826608,1.01608861287075,0.998265964150518,0.112238061618828,0.0507825005771907,0.112089360704637,0.0507794817618129,0.113384118885769,0.0506230805734561,0.004,0,0.004,0,0.126,0.156,0.0573603663158847,0.0119155229331925,0.0572217690901156,0.0119131114148441,0.147874776026137,0.0716010446366947
