"Proportion_White","Prob_Case","alpha","num_folds","W0_EOR_byAvg","W1_EOR_byAvg","W0_EOR_byAgt","W1_EOR_byAgt","W0_EOR_ext","W1_EOR_ext","W0_EOR_byAvg_estsd","W1_EOR_byAvg_estsd","W0_EOR_byAgt_estsd","W1_EOR_byAgt_estsd","W0_EOR_ext_estsd","W1_EOR_ext_estsd","W0_EOR_byAvg_rej_rate","W1_EOR_byAvg_rej_rate","W0_EOR_byAgt_rej_rate","W1_EOR_byAgt_rej_rate","W0_EOR_ext_rej_rate","W1_EOR_ext_rej_rate","W0_EOR_byAvg_sd","W1_EOR_byAvg_sd","W0_EOR_byAgt_sd","W1_EOR_byAgt_sd","W0_EOR_ext_sd","W1_EOR_ext_sd"
0.5,0.2,-2.68,5,1.00103803245295,1.00031373473977,1.00000366015608,1.00001664864201,1.00057400859057,1.00154126086843,0.019608997314083,0.0140325761381413,0.0195677888856437,0.0140232715285624,0.0195858454964449,0.0140610849800765,0,0,0,0,0.111,0.127,0.000780661053656622,0.000286003367163259,0.000171789183170866,0.000124771250868607,0.024356161565275,0.0182920383509359
0.8,0.2,-2.91,5,1.00460540826245,1.00010107486694,0.999978952952736,1.0000244528315,1.00130335031354,1.00050985946165,0.0344472684390628,0.0121858458293894,0.0341302835508584,0.0121838063775442,0.0342224147976034,0.0121935887510171,0,0,0,0,0.165,0.118,0.00352970362982871,0.00013146134714394,0.00037671001066055,0.000104971094620248,0.0479696670727843,0.015322394405309
0.5,0.05,-4.48,5,1.00608822271357,1.00143897820423,1.0000288765923,1.00006344305498,1.00375397352821,0.999289899717652,0.0443296490070878,0.0304253123163005,0.0438338268336433,0.0303453944902698,0.0440970891369938,0.0303141740967215,0,0,0,0,0.161,0.127,0.00431850462352317,0.00110594411650938,0.000505229199719129,0.000384313695919627,0.0617904519107036,0.0384782859300914
0.8,0.05,-4.69,5,1.02595446593604,1.00041307391452,0.999975052150872,1.00006459839172,1.00981219359479,0.998757748276768,0.0804747968633781,0.0264081831636495,0.0767052662096024,0.0263907652381059,0.0778357996931571,0.0263420103966501,0,0,0,0,0.135,0.129,0.0192453149512325,0.000448072593159606,0.00113870672617555,0.000309947671194159,0.103540153804527,0.0345469712995848
0.5,0.2,-2.68,10,1.00209636912257,1.00061071293515,1.00000924074118,1.00001550176758,1.00061797237448,1.00045078138782,0.0196460747602636,0.0140453234116143,0.0195603247851857,0.0140260914916925,0.0195848884089863,0.0140361786022059,0,0,0,0,0.142,0.115,0.00111905198474564,0.000351236396382961,9.86663670272997e-05,7.31852496242998e-05,0.0262559313577058,0.0178455195925964
0.8,0.2,-2.91,10,1.00904998242978,1.00017372756483,1.0000053271922,1.00001605930104,1.00379367800518,1.00115557040592,0.0347612120728159,0.0121824220737298,0.0341221391289705,0.0121781649456974,0.0343301886699946,0.0122019481567998,0,0,0,0,0.129,0.12,0.00461670983303438,0.000125968027727993,0.000231043639462447,5.88760461676774e-05,0.0448733402801815,0.0155528656135495
0.5,0.05,-4.48,10,1.01217055526158,1.00278657653525,1.00001394070389,1.00006911459652,1.00349086553267,1.0000138426579,0.0448735916516543,0.0304912435315387,0.0438498480752144,0.0303297460573007,0.0440841598969795,0.0303252529624111,0,0,0,0,0.145,0.142,0.0062740221779061,0.00144504510643266,0.000297148365138739,0.000225748003976672,0.0597301485908756,0.0402090260065842
0.8,0.05,-4.69,10,1.05711531695305,1.00073771649567,1.00003880203314,1.00004604748025,1.00538133203053,1.00190841992639,0.085604938345631,0.0263940282679037,0.0768005469078465,0.0263586956058914,0.0773980027427665,0.0264347862221823,0.007,0,0,0,0.173,0.153,0.0370511253363942,0.000478459024543922,0.000674839089372506,0.000184890391031515,0.108582676147586,0.0365629700536099
