num_folds,W0_EOR_byAvg,W1_EOR_byAvg,W0_EOR_byAgt,W1_EOR_byAgt,W0_EOR_ext,W1_EOR_ext,W0_EOR_byAvg_estsd,W1_EOR_byAvg_estsd,W0_EOR_byAgt_estsd,W1_EOR_byAgt_estsd,W0_EOR_ext_estsd,W1_EOR_ext_estsd,W0_EOR_byAvg_cov_rate,W1_EOR_byAvg_cov_rate,W0_EOR_byAgt_cov_rate,W1_EOR_byAgt_cov_rate,W0_EOR_ext_cov_rate,W1_EOR_ext_cov_rate,W0_EOR_byAvg_sd,W1_EOR_byAvg_sd,W0_EOR_byAgt_sd,W1_EOR_byAgt_sd,W0_EOR_ext_sd,W1_EOR_ext_sd
5,1.009663247,1.000201676,1.008957091,1.000168818,1.017303409,1.00265135,0.112483152,0.050742279,0.112335924,0.050739283,0.113776686,0.050940884,0.982,1,0.982,1,0.914,0.854,0.091074041,0.018816874,0.090873657,0.018813842,0.134463189,0.069158119
10,1.011788172,1.00031723,1.008968381,1.00019342,1.017303409,1.00265135,0.112934514,0.050752149,0.112337225,0.050740529,0.113776686,0.050940884,0.982,1,0.982,1,0.914,0.854,0.091712379,0.018819242,0.090855272,0.018810738,0.134463189,0.069158119
