"num_folds","W0_cali_intc_byAvg","W1_cali_intc_byAvg","W0_cali_intc_byAgt","W1_cali_intc_byAgt","W0_cali_intc_ext","W1_cali_intc_ext","W0_cali_intc_byAvg_estsd","W1_cali_intc_byAvg_estsd","W0_cali_intc_byAgt_estsd","W1_cali_intc_byAgt_estsd","W0_cali_intc_ext_estsd","W1_cali_intc_ext_estsd","W0_cali_intc_byAvg_rej_rate","W1_cali_intc_byAvg_rej_rate","W0_cali_intc_byAgt_rej_rate","W1_cali_intc_byAgt_rej_rate","W0_cali_intc_ext_rej_rate","W1_cali_intc_ext_rej_rate","W0_cali_intc_byAvg_sd","W1_cali_intc_byAvg_sd","W0_cali_intc_byAgt_sd","W1_cali_intc_byAgt_sd","W0_cali_intc_ext_sd","W1_cali_intc_ext_sd"
5,-0.610523583072786,-0.596210341318951,-0.610315404631361,-0.596207701131357,-0.79476926377967,-0.768730444099954,0.110587931115672,0.0505926914505317,0.110562967186246,0.0505921632459198,0.11208633877005,0.0507970394919437,0.6,0.75,0.6,0.75,0.8,0.9,0.630795714709547,0.635320546072526,0.630708148004074,0.635312013303947,0.647897470471464,0.653910368344528
