"num_folds","W0_AUC_byAvg","W1_AUC_byAvg","W0_AUC_byAgt","W1_AUC_byAgt","W0_AUC_ext","W1_AUC_ext","W0_AUC_byAvg_estsd","W1_AUC_byAvg_estsd","W0_AUC_byAgt_estsd","W1_AUC_byAgt_estsd","W0_AUC_ext_estsd","W1_AUC_ext_estsd","W0_AUC_byAvg_sd","W1_AUC_byAvg_sd","W0_AUC_byAgt_sd","W1_AUC_byAgt_sd","W0_AUC_ext_sd","W1_AUC_ext_sd"
5,0.564749082068556,0.552329565239334,0.554942060827396,0.548299358093278,0.550486025191179,0.545432078870256,0.0301486945735799,0.0140398894144348,0.0312697235119377,0.0144071097346798,0.0307974400046736,0.0138045405898846,0.0370450501626264,0.0205714825332724,0.0432154300064326,0.0240816679402365,0.0331319928837856,0.0240328468350104
